text,created_at,source,is_retweet,retweet_count,in_reply_to_user_id_str,favorite_count
RT @EricTrump: Please stay safe #Florida! You are in our thoughts and we are praying for you! 🇺🇸🇺🇸🇺🇸 https://t.co/B3998hZyHI,Sun Sep 10 10:27:09 +0000 2017,Twitter for iPhone,True,5672,,Sun Sep 10 10:27:09 +0000 2017
"The U.S. Coast Guard, FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!",Sun Sep 10 02:56:37 +0000 2017,Twitter for iPhone,False,25075,,Sun Sep 10 02:56:37 +0000 2017
"Heed the advice of @FLGovScott!

""If you're in an evacuation zone, you need to get to a shelter...there's not many hours left."" Gov. Scott https://t.co/92W8ViNMUK",Sun Sep 10 00:03:48 +0000 2017,Twitter for iPhone,False,11360,,Sun Sep 10 00:03:48 +0000 2017
"This is a storm of enormous destructive power, and I ask everyone in the storm’s path to heed ALL instructions from government officials. https://t.co/nJfM2Sdme1",Sat Sep 09 21:44:16 +0000 2017,Media Studio,False,15094,,Sat Sep 09 21:44:16 +0000 2017
"FLORIDA- 
Visit https://t.co/pdBaD9t8SK to find shelters, road closures, &amp; evacuation routes. Helpful Twitter list: https://t.co/BUMVlxGFe8 https://t.co/ncnuqCeB5K",Sat Sep 09 15:41:55 +0000 2017,Twitter for iPhone,False,16347,,Sat Sep 09 15:41:55 +0000 2017
Churches in Texas should be entitled to reimbursement from FEMA Relief Funds for helping victims of Hurricane Harvey (just like others).,Sat Sep 09 00:56:47 +0000 2017,Twitter for iPhone,False,28990,,Sat Sep 09 00:56:47 +0000 2017
"A message to my fellow Americans🇺🇸#IrmaHurricane2017
🎥https://t.co/jyg6AlyAAb
🎥https://t.co/iPujtHzejr https://t.co/HCQ9kmKc4E",Fri Sep 08 15:02:22 +0000 2017,Media Studio,False,21133,,Fri Sep 08 15:02:22 +0000 2017
Republicans must start the Tax Reform/Tax Cut legislation ASAP. Don't wait until the end of September. Needed now more than ever. Hurry!,Fri Sep 08 12:57:11 +0000 2017,Twitter for iPhone,False,20704,,Fri Sep 08 12:57:11 +0000 2017
...never allow the Republicans to pass even great legislation. 8 Dems control - will rarely get 60 (vs. 51) votes. It is a Repub Death Wish!,Fri Sep 08 12:46:35 +0000 2017,Twitter for iPhone,False,14829,,Fri Sep 08 12:46:35 +0000 2017
"Republicans, sorry, but I've been hearing about Repeal &amp; Replace for 7 years, didn't happen! Even worse, the Senate Filibuster Rule will....",Fri Sep 08 12:41:32 +0000 2017,Twitter for iPhone,False,17525,,Fri Sep 08 12:41:32 +0000 2017
"Our incredible U.S. Coast Guard saved more than 15,000 lives last week with Harvey. Irma could be even tougher. We love our Coast Guard!",Fri Sep 08 12:37:14 +0000 2017,Twitter for iPhone,False,20615,,Fri Sep 08 12:37:14 +0000 2017
"Hurricane Irma is of epic proportion, perhaps bigger than we have ever seen. Be safe and get out of its way,if possible. Federal G is ready!",Fri Sep 08 12:34:13 +0000 2017,Twitter for iPhone,False,14321,,Fri Sep 08 12:34:13 +0000 2017
"We will confront ANY challenge, no matter how strong the winds or high the water. I’m proud to stand with Presidents for #OneAmericaAppeal.",Fri Sep 08 01:33:38 +0000 2017,Twitter for iPhone,False,15772,,Fri Sep 08 01:33:38 +0000 2017
I encourage EVERYONE in the path of #HurricaneIrma to heed the advice and orders of local &amp; state officials! https://t.co/AQmawTpZs0,Fri Sep 08 00:57:52 +0000 2017,Twitter for iPhone,False,19168,,Fri Sep 08 00:57:52 +0000 2017
"During my trip to Saudi Arabia, I spoke to the leaders of more than 50 Arab &amp; Muslim nations about the need to confront our shared enemies.. https://t.co/8oeAQfIeX8",Thu Sep 07 20:18:42 +0000 2017,Twitter for iPhone,False,10156,,Thu Sep 07 20:18:42 +0000 2017
"Together, we will show the world that the forces of destruction and extremism are NO MATCH for the BLESSINGS of PROSPERITY and PEACE! https://t.co/aL6In83eWK",Thu Sep 07 19:48:47 +0000 2017,Twitter for iPhone,False,13855,,Thu Sep 07 19:48:47 +0000 2017
"Welcome to the @WhiteHouse, Amir Sabah al-Ahmed al-Jaber al-Sabah of Kuwait! Joint press conference coming up soon: https://t.co/8T4Nyzlp4Y https://t.co/lfRa4AATaM",Thu Sep 07 18:13:30 +0000 2017,Twitter for iPhone,False,7763,,Thu Sep 07 18:13:30 +0000 2017
"For all of those (DACA) that are concerned about your status during the 6 month period, you have nothing to worry about - No action!",Thu Sep 07 13:42:52 +0000 2017,Twitter for iPhone,False,20287,,Thu Sep 07 13:42:52 +0000 2017
"RT @GOP: .@IvankaTrump: This administration is committed to keeping working families at the forefront of our agenda.
https://t.co/rHqFqUJGWI",Thu Sep 07 12:53:07 +0000 2017,Twitter for iPhone,True,5340,,Thu Sep 07 12:53:07 +0000 2017
RT @WhiteHouse: The current tax code is a burden on American taxpayers and harmful to American job-creators. Learn more: https://t.co/w5eMl…,Thu Sep 07 12:52:15 +0000 2017,Twitter for iPhone,True,7201,,Thu Sep 07 12:52:15 +0000 2017
"RT @GOP: .@POTUS: I want to work with Congress, Republicans, and Democrats on a plan that is pro-growth, pro-jobs, pro-worker, and pro-Amer…",Thu Sep 07 12:51:35 +0000 2017,Twitter for iPhone,True,7856,,Thu Sep 07 12:51:35 +0000 2017
"Thank you, our great honor! https://t.co/StrciEwuWs",Thu Sep 07 12:51:12 +0000 2017,Twitter for iPhone,False,12459,,Thu Sep 07 12:51:12 +0000 2017
"Hurricane Irma is raging but we have great teams of talented and brave people already in place and ready to help. Be careful, be safe! #FEMA",Thu Sep 07 12:33:12 +0000 2017,Twitter for iPhone,False,16584,,Thu Sep 07 12:33:12 +0000 2017
"We want our companies to hire &amp; grow in AMERICA, to raise wages for AMERICAN workers, &amp; to help rebuild our AMERICAN cities &amp; towns! #USA🇺🇸 https://t.co/sglubjcbW4",Thu Sep 07 01:26:48 +0000 2017,Twitter for iPhone,False,15232,,Thu Sep 07 01:26:48 +0000 2017
"If we want to renew our PROSPERITY, restore OPPORTUNITY, &amp; re-establish our economic DOMINANCE, then we need tax reform that is pro-growth.. https://t.co/9NzLg2Qzpo",Thu Sep 07 00:18:49 +0000 2017,Twitter for iPhone,False,17172,,Thu Sep 07 00:18:49 +0000 2017
"Thank you for joining me in Mandan, ND Gov. @DougBurgum, Lt. Gov. @BrentSanfordND, @SenJohnHoeven, @RepKevinCramer &amp; @SenatorHeitkamp. https://t.co/8nIvtHvpu6",Thu Sep 07 00:04:12 +0000 2017,Twitter for iPhone,False,6481,,Thu Sep 07 00:04:12 +0000 2017
"Wonderful to be in North Dakota with the incredible hardworking men &amp; women @ the Andeavor Refinery. 
Full remarks: 🎥https://t.co/uxBpyeERUm https://t.co/fV9R9gJxDS",Wed Sep 06 23:20:48 +0000 2017,Twitter for iPhone,False,8915,,Wed Sep 06 23:20:48 +0000 2017
"Just spoke w/ Governors Rick Scott of Florida, Kenneth Mapp of the U.S. Virgin Islands &amp; Ricardo Rosselló of Puerto Rico. WE ARE W/ YOU ALL! https://t.co/k92cslgKFa",Wed Sep 06 19:26:09 +0000 2017,Twitter for iPhone,False,18109,,Wed Sep 06 19:26:09 +0000 2017
"'President Donald J. Trump Approves Emergency Declarations'

➡️https://t.co/xSHSyNkvuP
➡️https://t.co/UbBSFOhMM7
➡️https://t.co/xWOfp9Z9iR https://t.co/qoJOM54Gy8",Wed Sep 06 17:52:30 +0000 2017,Twitter for iPhone,False,14665,,Wed Sep 06 17:52:30 +0000 2017
RT @VP: .@POTUS is committed to the health &amp; well-being of the US people &amp; we are confident Dr. Jerome Adams will succeed as our new surgeo…,Wed Sep 06 11:37:18 +0000 2017,Twitter for iPhone,True,11498,,Wed Sep 06 11:37:18 +0000 2017
Hurricane looks like largest ever recorded in the Atlantic!,Wed Sep 06 10:53:45 +0000 2017,Twitter for iPhone,False,13326,,Wed Sep 06 10:53:45 +0000 2017
"Watching Hurricane closely. My team, which has done, and is doing, such a good job in Texas, is already in Florida. No rest for the weary!",Wed Sep 06 10:51:52 +0000 2017,Twitter for iPhone,False,5229,,Wed Sep 06 10:51:52 +0000 2017
Will be going to North Dakota today to discuss tax reform and tax cuts. We are the highest taxed nation in the world - that will change.,Wed Sep 06 10:47:01 +0000 2017,Twitter for iPhone,False,17766,,Wed Sep 06 10:47:01 +0000 2017
"Congress now has 6 months to legalize DACA (something the Obama Administration was unable to do). If they can't, I will revisit this issue!",Wed Sep 06 00:38:27 +0000 2017,Twitter for iPhone,False,24217,,Wed Sep 06 00:38:27 +0000 2017
I look forward to working w/ D's + R's in Congress to address immigration reform in a way that puts hardworking citizens of our country 1st.,Tue Sep 05 20:45:27 +0000 2017,Twitter for iPhone,False,24254,,Tue Sep 05 20:45:27 +0000 2017
"RT @The_Trump_Train: @realDonaldTrump Make no mistake, we are going to put the interest of AMERICAN CITIZENS FIRST! 

The forgotten men &amp; w…",Tue Sep 05 12:50:00 +0000 2017,Twitter for iPhone,True,17576,,Tue Sep 05 12:50:00 +0000 2017
I am allowing Japan &amp; South Korea to buy a substantially increased amount of highly sophisticated military equipment from the United States.,Tue Sep 05 12:36:57 +0000 2017,Twitter for iPhone,False,33372,,Tue Sep 05 12:36:57 +0000 2017
"RT @DanScavino: 'Trump as Commander in Chief, Making the Hard Decisions' by LTG (Ret) Kellogg, a highly decorated Vietnam War Vet: https://…",Tue Sep 05 12:07:09 +0000 2017,Twitter for iPhone,True,5658,,Tue Sep 05 12:07:09 +0000 2017
"Congress, get ready to do your job - DACA!",Tue Sep 05 12:04:43 +0000 2017,Twitter for iPhone,False,25910,,Tue Sep 05 12:04:43 +0000 2017
Big week coming up!,Tue Sep 05 02:49:26 +0000 2017,Twitter for iPhone,False,26476,,Tue Sep 05 02:49:26 +0000 2017
"We are building our future with American hands, American labor, American iron, aluminum and steel. Happy #LaborDay! https://t.co/lyvtNfQ5IO",Mon Sep 04 16:38:46 +0000 2017,Twitter for iPhone,False,27290,,Mon Sep 04 16:38:46 +0000 2017
"The United States is considering, in addition to other options, stopping all trade with any country doing business with North Korea.",Sun Sep 03 16:14:31 +0000 2017,Twitter for iPhone,False,46856,,Sun Sep 03 16:14:31 +0000 2017
"I will be meeting General Kelly, General Mattis and other military leaders at the White House to discuss North Korea. Thank you.",Sun Sep 03 16:07:32 +0000 2017,Twitter for iPhone,False,27471,,Sun Sep 03 16:07:32 +0000 2017
"South Korea is finding, as I have told them, that their talk of appeasement with North Korea will not work, they only understand one thing!",Sun Sep 03 11:46:07 +0000 2017,Twitter for iPhone,False,25737,,Sun Sep 03 11:46:07 +0000 2017
"..North Korea is a rogue nation which has become a great threat and embarrassment to China, which is trying to help but with little success.",Sun Sep 03 11:39:38 +0000 2017,Twitter for iPhone,False,24112,,Sun Sep 03 11:39:38 +0000 2017
North Korea has conducted a major Nuclear Test. Their words and actions continue to be very hostile and dangerous to the United States.....,Sun Sep 03 11:30:41 +0000 2017,Twitter for iPhone,False,28307,,Sun Sep 03 11:30:41 +0000 2017
"So much SPIRIT in LA! Thank you to all of our HEREOS who saved many lives. An honor to spend time w/ @NationalGuard, #LEOs &amp; the #CajunNavy! https://t.co/7PEtSL6RKF",Sun Sep 03 05:17:04 +0000 2017,Twitter for iPhone,False,19523,,Sun Sep 03 05:17:04 +0000 2017
"Remember, Sunday is National Prayer Day (by Presidential Proclamation)!",Sun Sep 03 03:02:31 +0000 2017,Twitter for iPhone,False,33480,,Sun Sep 03 03:02:31 +0000 2017
"Just got back to the White House from the Great States of Texas and Louisiana, where things are going well. Such cooperation &amp; coordination!",Sun Sep 03 02:57:43 +0000 2017,Twitter for iPhone,False,15380,,Sun Sep 03 02:57:43 +0000 2017
"The Manufacturing Index rose to 59%, the highest level since early 2011 - and we can do much better!",Sun Sep 03 02:50:58 +0000 2017,Twitter for iPhone,False,13924,,Sun Sep 03 02:50:58 +0000 2017
RT @Team_Trump45: @realDonaldTrump  https://t.co/o1x6X2qQdM,Sun Sep 03 02:42:36 +0000 2017,Twitter for iPhone,True,24744,,Sun Sep 03 02:42:36 +0000 2017
RT @ColumbiaBugle: @realDonaldTrump @FLOTUS President Trump greeting families affected by Hurricane Harvey. #TexasStrong https://t.co/5Ga3d…,Sun Sep 03 02:41:40 +0000 2017,Twitter for iPhone,True,7592,,Sun Sep 03 02:41:40 +0000 2017
RT @ColumbiaBugle: @realDonaldTrump Love our @FLOTUS! https://t.co/6LT9mLAJ86,Sun Sep 03 02:40:24 +0000 2017,Twitter for iPhone,True,9085,,Sun Sep 03 02:40:24 +0000 2017
"Together, we will prevail in the GREAT state of Texas. We love you!

GOD BLESS TEXAS &amp; GOD BLESS THE USA🇺🇸 https://t.co/1rzmEenQIb",Sun Sep 03 01:55:30 +0000 2017,Twitter for iPhone,False,42565,,Sun Sep 03 01:55:30 +0000 2017
"TEXAS: We are with you today, we are with you tomorrow, and we will be with you EVERY SINGLE DAY AFTER, to restore, recover, and REBUILD! https://t.co/p1Fh8jmmFA",Sat Sep 02 16:56:51 +0000 2017,Twitter for iPhone,False,26026,,Sat Sep 02 16:56:51 +0000 2017
Departing for Texas and Louisiana with @FLOTUS Melania right now @JBA_NAFW. We will see you soon. America is with you! https://t.co/z3bHVdJVPr,Sat Sep 02 13:58:37 +0000 2017,Twitter for iPhone,False,14873,,Sat Sep 02 13:58:37 +0000 2017
"On behalf of @FLOTUS Melania &amp; myself, THANK YOU for today's update &amp; GREAT WORK! #SouthernBaptist @SendRelief, @RedCross &amp; @SalvationArmyUS https://t.co/DLgFNiCxN2",Sat Sep 02 00:34:32 +0000 2017,Twitter for iPhone,False,13335,,Sat Sep 02 00:34:32 +0000 2017
I will be going to Texas and Louisiana tomorrow with First Lady. Great progress being made! Spending weekend working at White House.,Sat Sep 02 00:03:00 +0000 2017,Twitter for iPhone,False,17187,,Sat Sep 02 00:03:00 +0000 2017
Stock Market up 5 months in a row!,Fri Sep 01 23:47:38 +0000 2017,Twitter for iPhone,False,17967,,Fri Sep 01 23:47:38 +0000 2017
"'President Donald J. Trump Proclaims September 3, 2017, as a National Day of Prayer' #HurricaneHarvey #PrayForTexas https://t.co/shen5JxChQ https://t.co/MpLB7WpxfT",Fri Sep 01 19:47:23 +0000 2017,Media Studio,False,24788,,Fri Sep 01 19:47:23 +0000 2017
Texas is healing fast thanks to all of the great men &amp; women who have been working so hard. But still so much to do. Will be back tomorrow!,Fri Sep 01 12:58:48 +0000 2017,Twitter for iPhone,False,18432,,Fri Sep 01 12:58:48 +0000 2017
...get things done at a record clip. Many big decisions to be made over the coming days and weeks. AMERICA FIRST!,Fri Sep 01 12:47:46 +0000 2017,Twitter for iPhone,False,13799,,Fri Sep 01 12:47:46 +0000 2017
General John Kelly is doing a great job as Chief of Staff. I could not be happier or more impressed - and this Administration continues to..,Fri Sep 01 12:35:27 +0000 2017,Twitter for iPhone,False,13935,,Fri Sep 01 12:35:27 +0000 2017
"Wow, looks like James Comey exonerated Hillary Clinton long before the investigation was over...and so much more. A rigged system!",Fri Sep 01 11:56:45 +0000 2017,Twitter for iPhone,False,42941,,Fri Sep 01 11:56:45 +0000 2017
"Texas is heeling fast thanks to all of the great men &amp; women who have been working so hard. But still, so much to do. Will be back tomorrow!",Fri Sep 01 11:50:34 +0000 2017,Twitter for iPhone,False,4996,,Fri Sep 01 11:50:34 +0000 2017
"THANK YOU to all of the incredible HEROES in Texas. America is with you! #TexasStrong 
https://t.co/8N4ABo9Ihp",Thu Aug 31 20:06:35 +0000 2017,Twitter for iPhone,False,31751,,Thu Aug 31 20:06:35 +0000 2017
RT @FoxNews: .@KellyannePolls on Harvey recovery: We hope when it comes to basic Hurricane Harvey funding that we can rely upon a nonpartis…,Thu Aug 31 12:35:50 +0000 2017,Twitter for iPhone,True,7231,,Thu Aug 31 12:35:50 +0000 2017
RT @SecShulkin: Our Mobile Vet Center set up and ready to help #Veterans impacted by #HurricaneHarvey in Corpus Christi. https://t.co/P3qNX…,Thu Aug 31 01:29:31 +0000 2017,Twitter for iPhone,True,8566,,Thu Aug 31 01:29:31 +0000 2017
First responders have been doing heroic work. Their courage &amp; devotion has saved countless lives – they represent the very best of America! https://t.co/I0gvCQLTKO,Thu Aug 31 01:00:50 +0000 2017,Media Studio,False,23053,,Thu Aug 31 01:00:50 +0000 2017
RT @IvankaTrump: We must reform our tax code so that all Americans can succeed in our modern economy &amp; achieve the American Dream! #TaxRefo…,Thu Aug 31 00:50:13 +0000 2017,Twitter for iPhone,True,10332,,Thu Aug 31 00:50:13 +0000 2017
"Texas &amp; Louisiana: We are w/ you today, we are w/ you tomorrow, &amp; we will be w/ you EVERY SINGLE DAY AFTER, to restore, recover, &amp; REBUILD! https://t.co/YQb82K2VSB",Wed Aug 30 19:38:41 +0000 2017,Twitter for iPhone,False,27108,,Wed Aug 30 19:38:41 +0000 2017
Will be leaving for Missouri soon for a speech on tax cuts and tax reform - so badly needed!,Wed Aug 30 13:42:20 +0000 2017,Twitter for iPhone,False,14174,,Wed Aug 30 13:42:20 +0000 2017
"After reading the false reporting and even ferocious anger in some dying magazines, it makes me wonder, WHY? All I want to do is #MAGA!",Wed Aug 30 13:27:47 +0000 2017,Twitter for iPhone,False,28527,,Wed Aug 30 13:27:47 +0000 2017
"After witnessing first hand the horror &amp; devastation caused by Hurricane Harvey,my heart goes out even more so to the great people of Texas!",Wed Aug 30 13:12:29 +0000 2017,Twitter for iPhone,False,24876,,Wed Aug 30 13:12:29 +0000 2017
"The U.S. has been talking to North Korea, and paying them extortion money, for 25 years. Talking is not the answer!",Wed Aug 30 12:47:52 +0000 2017,Twitter for iPhone,False,14522,,Wed Aug 30 12:47:52 +0000 2017
RT @BrazoriaCounty: https://t.co/sUTyXBzer9,Tue Aug 29 16:06:57 +0000 2017,Twitter for iPhone,True,15341,,Tue Aug 29 16:06:57 +0000 2017
.@foxandfriends   We are not looking to fill all of those positions. Don't need many of them - reduce size of government. @IngrahamAngle,Tue Aug 29 12:26:55 +0000 2017,Twitter for iPhone,False,17234,,Tue Aug 29 12:26:55 +0000 2017
Leaving now for Texas!,Tue Aug 29 12:10:30 +0000 2017,Twitter for iPhone,False,22210,,Tue Aug 29 12:10:30 +0000 2017
"RT @TheFive: ""Trump just won on law &amp; order and now he's delivering the goods."" -@jessebwatters #thefive",Tue Aug 29 11:31:46 +0000 2017,Twitter for iPhone,True,7469,,Tue Aug 29 11:31:46 +0000 2017
RT @TXMilitary: #PhotosFromTheField: Aerial photos from our rescue crews earlier today. #Harvey #TMDHarvey @USNationalGuard https://t.co/fA…,Tue Aug 29 11:22:57 +0000 2017,Twitter for iPhone,True,7479,,Tue Aug 29 11:22:57 +0000 2017
"RT @NWSHouston: Historic flooding is still ongoing across the area. If evacuated, please DO NOT return home until authorities indicate it i…",Tue Aug 29 11:22:40 +0000 2017,Twitter for iPhone,True,5207,,Tue Aug 29 11:22:40 +0000 2017
RT @GregAbbott_TX: Thanks to the Texas National Guard for their help to rescue flooded Texans. #HurricaneHarvey https://t.co/lhpJtAne10,Mon Aug 28 13:13:16 +0000 2017,Twitter for iPhone,True,12773,,Mon Aug 28 13:13:16 +0000 2017
"RT @Inspire_Us: No color, no religion, no nationality should come between us, we are all children of God. - Mother Teresa",Mon Aug 28 13:11:47 +0000 2017,Twitter for iPhone,True,12688,,Mon Aug 28 13:11:47 +0000 2017
"RT @KatiePavlich: Your boss pardoned a traitor who gave U.S. enemies state secrets, he also pardoned a terrorist who killed Americans. Spar…",Mon Aug 28 13:08:54 +0000 2017,Twitter for iPhone,True,27208,,Mon Aug 28 13:08:54 +0000 2017
"RT @DineshDSouza: Finally, as if by accident, the @washingtonpost breaks down &amp; admits the truth about where the violence is coming from ht…",Mon Aug 28 13:08:39 +0000 2017,Twitter for iPhone,True,31015,,Mon Aug 28 13:08:39 +0000 2017
"HISTORIC rainfall in Houston, and all over Texas. Floods are unprecedented, and more rain coming. Spirit of the people is incredible.Thanks!",Sun Aug 27 23:01:06 +0000 2017,Twitter for iPhone,False,22608,,Sun Aug 27 23:01:06 +0000 2017
Major rescue operations underway!,Sun Aug 27 14:39:32 +0000 2017,Twitter for iPhone,False,15578,,Sun Aug 27 14:39:32 +0000 2017
Going to a Cabinet Meeting (tele-conference) at 11:00 A.M. on #Harvey. Even experts have said they've never seen one like this!,Sun Aug 27 14:31:35 +0000 2017,Twitter for iPhone,False,11065,,Sun Aug 27 14:31:35 +0000 2017
"We are in the NAFTA (worst trade deal ever made) renegotiation process with Mexico &amp; Canada.Both being very difficult,may have to terminate?",Sun Aug 27 13:51:35 +0000 2017,Twitter for iPhone,False,19214,,Sun Aug 27 13:51:35 +0000 2017
"With Mexico being one of the highest crime Nations in the world, we must have THE WALL. Mexico will pay for it through reimbursement/other.",Sun Aug 27 13:44:11 +0000 2017,Twitter for iPhone,False,26925,,Sun Aug 27 13:44:11 +0000 2017
"Wow - Now experts are calling #Harvey a once in 500 year flood! We have an all out effort going, and going well!",Sun Aug 27 13:25:50 +0000 2017,Twitter for iPhone,False,13312,,Sun Aug 27 13:25:50 +0000 2017
"I will also be going to a wonderful state, Missouri, that I won by a lot in '16. Dem C.M. is opposed to big tax cuts. Republican will win S!",Sun Aug 27 13:15:18 +0000 2017,Twitter for iPhone,False,12499,,Sun Aug 27 13:15:18 +0000 2017
I will be going to Texas as soon as that trip can be made without causing disruption. The focus must be life and safety.,Sun Aug 27 12:59:56 +0000 2017,Twitter for iPhone,False,22982,,Sun Aug 27 12:59:56 +0000 2017
Many people are now saying that this is the worst storm/hurricane they have ever seen. Good news is that we have great talent on the ground.,Sun Aug 27 12:25:54 +0000 2017,Twitter for iPhone,False,10653,25073877,Sun Aug 27 12:25:54 +0000 2017
Great coordination between agencies at all levels of government. Continuing rains and flash floods are being dealt with. Thousands rescued.,Sun Aug 27 12:04:05 +0000 2017,Twitter for iPhone,False,14243,,Sun Aug 27 12:04:05 +0000 2017
"A great book by a great guy, highly recommended! https://t.co/3jbDDN8YmJ",Sun Aug 27 11:45:04 +0000 2017,Twitter for iPhone,False,14066,,Sun Aug 27 11:45:04 +0000 2017
"Wonderful coordination between Federal, State and Local Governments in the Great State of Texas - TEAMWORK! Record setting rainfall.",Sat Aug 26 22:57:22 +0000 2017,Twitter for iPhone,False,18560,,Sat Aug 26 22:57:22 +0000 2017
THANK YOU to all of the great volunteers helping out with #HurricaneHarvey relief in Texas! https://t.co/Ds95oSgo8f,Sat Aug 26 19:46:30 +0000 2017,Twitter for iPhone,False,17056,,Sat Aug 26 19:46:30 +0000 2017
"Closely monitoring #HurricaneHarvey from Camp David. We are leaving nothing to chance. City, State and Federal Govs. working great together!",Sat Aug 26 11:52:19 +0000 2017,Twitter for iPhone,False,14595,,Sat Aug 26 11:52:19 +0000 2017
".@ChuckGrassley - got your message loud and clear. We have fantastic people on the ground, got there long before #Harvey. So far, so good!",Sat Aug 26 11:32:44 +0000 2017,Twitter for iPhone,False,11097,,Sat Aug 26 11:32:44 +0000 2017
RT @VP: All Americans in harms way need to be prepared and should continue visiting https://t.co/2H22XpTtPj for critical updates on #Hurric…,Sat Aug 26 11:23:50 +0000 2017,Twitter for iPhone,True,6879,,Sat Aug 26 11:23:50 +0000 2017
RT @EPAScottPruitt: Thoughts and prayers for those in Texas &amp; Louisiana. I am closely monitoring #Harvey developments along with @fema &amp; @E…,Sat Aug 26 11:22:32 +0000 2017,Twitter for iPhone,True,4631,,Sat Aug 26 11:22:32 +0000 2017
You are doing a great job - the world is watching! Be safe. https://t.co/PJLdxy3hD9,Sat Aug 26 11:21:54 +0000 2017,Twitter for iPhone,False,8828,,Sat Aug 26 11:21:54 +0000 2017
RT @GovAbbott: To ensure your safety ahead of #Harvey heed warnings from local officials &amp; review important safety information. https://t.c…,Sat Aug 26 11:17:16 +0000 2017,Twitter for iPhone,True,3682,,Sat Aug 26 11:17:16 +0000 2017
We will remain fully engaged w/ open lines of communication as #HurricaneHarvey makes landfall. America is w/ you! @GovAbbott @FEMA @DHSgov https://t.co/PryIqRxgLr,Sat Aug 26 04:47:27 +0000 2017,Twitter for iPhone,False,12145,,Sat Aug 26 04:47:27 +0000 2017
I am pleased to inform you that I have just granted a full Pardon to 85 year old American patriot Sheriff Joe Arpaio. He kept Arizona safe!,Sat Aug 26 02:00:33 +0000 2017,Twitter for iPhone,False,35477,,Sat Aug 26 02:00:33 +0000 2017
"RT @realDonaldTrump: At the request of the Governor of Texas, I have signed the Disaster Proclamation, which unleashes the full force of go…",Sat Aug 26 01:48:01 +0000 2017,Twitter for iPhone,True,1096,,Sat Aug 26 01:48:01 +0000 2017
"At the request of the Governor of Texas, I have signed the Disaster Proclamation, which unleashes the full force of government help!",Sat Aug 26 01:46:26 +0000 2017,Twitter for iPhone,False,29500,,Sat Aug 26 01:46:26 +0000 2017
Storm turned Hurricane is getting much bigger and more powerful than projected. Federal Government is on site and ready to respond. Be safe!,Fri Aug 25 22:12:11 +0000 2017,Twitter for iPhone,False,21047,,Fri Aug 25 22:12:11 +0000 2017
"Just arrived at Camp David, where I am monitoring the path and doings of Hurricane Harvey (as it strengthens to a Class 3). 125 MPH winds!",Fri Aug 25 21:12:08 +0000 2017,Twitter for iPhone,False,11585,,Fri Aug 25 21:12:08 +0000 2017
"Just arrived at Camp David where I am closely watching the path and doings of Hurricane Harvey, as it strengthens to a Category 3. BE SAFE!",Fri Aug 25 21:03:11 +0000 2017,Twitter for iPhone,False,10741,,Fri Aug 25 21:03:11 +0000 2017
I encourage everyone in the path of #HurricaneHarvey to heed the advice &amp; orders of their local and state officials. https://t.co/N6uEWCZUrv,Fri Aug 25 19:18:49 +0000 2017,Twitter for iPhone,False,12935,,Fri Aug 25 19:18:49 +0000 2017
"Received a #HurricaneHarvey briefing this morning from Acting @DHSgov Secretary Elaine Duke, @FEMA_Brock, @TomBossert45 and COS John Kelly. https://t.co/cnkRZd6D6Z",Fri Aug 25 16:02:33 +0000 2017,Twitter for iPhone,False,8523,,Fri Aug 25 16:02:33 +0000 2017
I have spoken w/ @GovAbbott of Texas and @LouisianaGov Edwards. Closely monitoring #HurricaneHarvey developments &amp; here to assist as needed.,Fri Aug 25 15:46:40 +0000 2017,Twitter for iPhone,False,12804,,Fri Aug 25 15:46:40 +0000 2017
Strange statement by Bob Corker considering that he is constantly asking me whether or not he should run again in '18. Tennessee not happy!,Fri Aug 25 12:25:10 +0000 2017,Twitter for iPhone,False,14378,,Fri Aug 25 12:25:10 +0000 2017
"Nick Adams, ""Retaking America""  ""Best things of this presidency aren't reported about. Convinced this will be perhaps best presidency ever.""",Fri Aug 25 11:32:23 +0000 2017,Twitter for iPhone,False,15734,,Fri Aug 25 11:32:23 +0000 2017
"Few, if any, Administrations have done more in just 7 months than the Trump A. Bills passed, regulations killed, border, military, ISIS, SC!",Fri Aug 25 10:44:17 +0000 2017,Twitter for iPhone,False,15923,,Fri Aug 25 10:44:17 +0000 2017
General John Kelly is doing a fantastic job as Chief of Staff. There is tremendous spirit and talent in the W.H. Don't believe the Fake News,Fri Aug 25 10:40:32 +0000 2017,Twitter for iPhone,False,18519,,Fri Aug 25 10:40:32 +0000 2017
"If Senate Republicans don't get rid of the Filibuster Rule and go to a 51% majority, few bills will be passed. 8 Dems control the Senate!",Fri Aug 25 10:33:32 +0000 2017,Twitter for iPhone,False,17757,,Fri Aug 25 10:33:32 +0000 2017
RT @EricTrump: Honored to speak at the RNC Summer Meeting in Nashville Tennessee this evening! @GOP #MAGA @GOPChairwoman 🇺🇸🇺🇸🇺🇸 https://t.c…,Fri Aug 25 10:25:06 +0000 2017,Twitter for iPhone,True,5652,,Fri Aug 25 10:25:06 +0000 2017
RT @GregAbbott_TX: Spoke with Pres. Trump &amp; heads of Homeland Security &amp; FEMA. They're helping Texas respond to #HurricaneHarvey. https://t…,Fri Aug 25 03:23:34 +0000 2017,Twitter for iPhone,True,10257,,Fri Aug 25 03:23:34 +0000 2017
