text,created_at,source,is_retweet,retweet_count,in_reply_to_user_id_str,favorite_count
"Great mtg w/ @Cabinet today. Tomorrow, I will be announcing the new head of the Fed. I think you will be extremely impressed by this person! https://t.co/5ASJVLGAiG",Thu Nov 02 03:21:56 +0000 2017,Twitter for iPhone,False,8265,,Thu Nov 02 03:21:56 +0000 2017
"Happy birthday to @garyplayer, a truly great Champion and Person!",Thu Nov 02 02:45:57 +0000 2017,Twitter for iPhone,False,5181,,Thu Nov 02 02:45:57 +0000 2017
It is finally happening for our great clean coal miners! https://t.co/suAnjs6Ccz,Thu Nov 02 02:30:43 +0000 2017,Twitter for iPhone,False,10387,,Thu Nov 02 02:30:43 +0000 2017
The United States will be immediately implementing much tougher Extreme Vetting Procedures. The safety of our citizens comes first!,Thu Nov 02 02:19:44 +0000 2017,Twitter for iPhone,False,23108,,Thu Nov 02 02:19:44 +0000 2017
Just spoke to President Macri of Argentina about the five proud and wonderful men killed in the West Side terror attack. God be with them!,Thu Nov 02 02:09:21 +0000 2017,Twitter for iPhone,False,13776,,Thu Nov 02 02:09:21 +0000 2017
"CHAIN MIGRATION must end now! Some people come in, and they bring their whole family with them, who can be truly evil. NOT ACCEPTABLE! https://t.co/PQGeTTdRtX",Wed Nov 01 23:03:26 +0000 2017,Twitter for iPad,False,22322,,Wed Nov 01 23:03:26 +0000 2017
@SenateMajLdr @SenateGOP ...and Appeals Court Judges at a record clip! Our courts are rapidly changing for the better!,Wed Nov 01 22:03:27 +0000 2017,Twitter for iPhone,False,7193,25073877,Wed Nov 01 22:03:27 +0000 2017
Thanks to @SenateMajLdr McConnell and the @SenateGOP we are appointing high-quality Federal District...,Wed Nov 01 22:03:19 +0000 2017,Twitter for iPhone,False,8476,,Wed Nov 01 22:03:19 +0000 2017
"Thank you to the GREAT NYPD, First Responders and all govt officials for having handled the terrible West Side attack so professionally! https://t.co/imPIdOzjAn",Wed Nov 01 21:14:33 +0000 2017,Twitter for iPhone,False,12354,,Wed Nov 01 21:14:33 +0000 2017
@NYGovCuomo @NYCMayor ...fully supports any and all of their efforts with respect to the West Side attack. #NYCStrong,Wed Nov 01 20:14:27 +0000 2017,Twitter for iPhone,False,5422,25073877,Wed Nov 01 20:14:27 +0000 2017
Just spoke with @NYGovCuomo and @NYCMayor de Blasio to let them know that the federal government...,Wed Nov 01 20:14:17 +0000 2017,Twitter for iPhone,False,6516,,Wed Nov 01 20:14:17 +0000 2017
We mourn the horrifying terrorist attack in NYC. All of America is praying and grieving for the families who lost their precious loved ones. https://t.co/WZFHXoJE3K,Wed Nov 01 19:26:47 +0000 2017,Media Studio,False,12690,,Wed Nov 01 19:26:47 +0000 2017
....for the Middle Class. The House and Senate should consider ASAP as the process of final approval moves along. Push Biggest Tax Cuts EVER,Wed Nov 01 15:03:29 +0000 2017,Twitter for iPhone,False,11783,,Wed Nov 01 15:03:29 +0000 2017
Wouldn't it be great to Repeal the very unfair and unpopular Individual Mandate in ObamaCare and use those savings for further Tax Cuts.....,Wed Nov 01 14:59:43 +0000 2017,Twitter for iPhone,False,17634,,Wed Nov 01 14:59:43 +0000 2017
#NYCStrong #USA🇺🇸 https://t.co/6K3Xw5P87d,Wed Nov 01 13:30:32 +0000 2017,Twitter for iPad,False,8926,,Wed Nov 01 13:30:32 +0000 2017
"""Senator Chuck Schumer helping to import Europes problems"" said Col.Tony Shaffer. We will stop this craziness!  @foxandfriends",Wed Nov 01 11:40:14 +0000 2017,Twitter for iPhone,False,21428,,Wed Nov 01 11:40:14 +0000 2017
"We are fighting hard for Merit Based immigration, no more Democrat Lottery Systems. We must get MUCH tougher (and smarter).  @foxandfriends",Wed Nov 01 11:30:48 +0000 2017,Twitter for iPhone,False,26172,,Wed Nov 01 11:30:48 +0000 2017
"The terrorist came into our country through what is called the ""Diversity Visa Lottery Program,"" a Chuck Schumer beauty. I want merit based.",Wed Nov 01 11:24:32 +0000 2017,Twitter for iPhone,False,37718,,Wed Nov 01 11:24:32 +0000 2017
"I have just ordered Homeland Security to step up our already Extreme Vetting Program. Being politically correct is fine, but not for this!",Wed Nov 01 01:26:22 +0000 2017,Twitter for iPhone,False,37799,,Wed Nov 01 01:26:22 +0000 2017
The Republican House members are working hard (and late) toward the Massive Tax Cuts that they know you deserve. These will be biggest ever!,Wed Nov 01 01:22:20 +0000 2017,Twitter for iPhone,False,13721,,Wed Nov 01 01:22:20 +0000 2017
"My thoughts, condolences and prayers to the victims and families of the New York City terrorist attack. God and your country are with you!",Tue Oct 31 22:57:40 +0000 2017,Twitter for iPhone,False,26364,,Tue Oct 31 22:57:40 +0000 2017
"We must not allow ISIS to return, or enter, our country after defeating them in the Middle East and elsewhere. Enough!",Tue Oct 31 22:31:45 +0000 2017,Twitter for iPhone,False,36362,,Tue Oct 31 22:31:45 +0000 2017
"In NYC, looks like another attack by a very sick and deranged person. Law enforcement is following this closely. NOT IN THE U.S.A.!",Tue Oct 31 21:30:04 +0000 2017,Twitter for iPhone,False,25707,,Tue Oct 31 21:30:04 +0000 2017
"U.S. COAL PRODUCTION
Up📈7.8% past year. 
Down📉31.5% last 10 years. 
#EndingWarOnCoal https://t.co/xr20OBb2DV",Tue Oct 31 19:41:25 +0000 2017,Twitter for iPad,False,11071,,Tue Oct 31 19:41:25 +0000 2017
“Home Prices Reach New All-Time Highs in August” Read more: https://t.co/XzJiZgGQ8R https://t.co/STBtR6mO2j,Tue Oct 31 19:14:31 +0000 2017,Twitter for iPhone,False,6526,,Tue Oct 31 19:14:31 +0000 2017
"""Consumer Confidence Hits Highest Level Since December 2000"" Read more: https://t.co/w7WkcobFun https://t.co/nLo5XCnuIx",Tue Oct 31 18:11:11 +0000 2017,Twitter for iPad,False,10456,,Tue Oct 31 18:11:11 +0000 2017
RT @IvankaTrump: We're working to make tax cuts &amp; the expanded Child Tax Credit a reality for American families. The time is now! #TaxRefor…,Tue Oct 31 16:55:14 +0000 2017,Twitter for iPhone,True,9718,,Tue Oct 31 16:55:14 +0000 2017
"Wishing everyone a safe and Happy Halloween!
#Halloween2017 https://t.co/BRpgXVRI8Y",Tue Oct 31 16:08:36 +0000 2017,Media Studio,False,14090,,Tue Oct 31 16:08:36 +0000 2017
Thank you @LuisRiveraMarin! https://t.co/BK7sDv9phU,Tue Oct 31 15:48:22 +0000 2017,Twitter for iPhone,False,6007,,Tue Oct 31 15:48:22 +0000 2017
“Statement by President Trump on the Apprehension of Mustafa al-Imam for His Alleged Role in Benghazi Attacks” https://t.co/2U7WJmfGlM,Tue Oct 31 14:46:24 +0000 2017,Twitter for iPhone,False,10034,,Tue Oct 31 14:46:24 +0000 2017
"....earth shattering. He and his brother could Drain The Swamp, which would be yet another campaign promise fulfilled. Fake News weak!",Tue Oct 31 14:10:42 +0000 2017,Twitter for iPhone,False,12677,,Tue Oct 31 14:10:42 +0000 2017
"The biggest story yesterday, the one that has the Dems in a dither, is Podesta running from his firm. What he know about Crooked Dems is....",Tue Oct 31 14:06:27 +0000 2017,Twitter for iPhone,False,17892,,Tue Oct 31 14:06:27 +0000 2017
I hope people will start to focus on our Massive Tax Cuts for Business (jobs) and the Middle Class (in addition to Democrat corruption)!,Tue Oct 31 12:21:06 +0000 2017,Twitter for iPhone,False,17325,,Tue Oct 31 12:21:06 +0000 2017
"....came to the campaign. Few people knew the young, low level volunteer named George, who has already proven to be a liar. Check the DEMS!",Tue Oct 31 12:16:08 +0000 2017,Twitter for iPhone,False,12889,,Tue Oct 31 12:16:08 +0000 2017
"The Fake News is working overtime. As Paul Manaforts lawyer said, there was ""no collusion"" and events mentioned took place long before he...",Tue Oct 31 12:09:41 +0000 2017,Twitter for iPhone,False,14552,,Tue Oct 31 12:09:41 +0000 2017
"....Also, there is NO COLLUSION!",Mon Oct 30 14:28:10 +0000 2017,Twitter for iPhone,False,23347,,Mon Oct 30 14:28:10 +0000 2017
"Sorry, but this is years ago, before Paul Manafort was part of the Trump campaign. But why aren't Crooked Hillary &amp; the Dems the focus?????",Mon Oct 30 14:25:09 +0000 2017,Twitter for iPhone,False,35801,,Mon Oct 30 14:25:09 +0000 2017
Great job by MichaelCaputo on @foxandfriends.,Mon Oct 30 11:50:26 +0000 2017,Twitter for iPhone,False,7775,,Mon Oct 30 11:50:26 +0000 2017
"Report out that Obama Campaign paid $972,000 to Fusion GPS. The firm also got $12,400,000 (really?) from DNC. Nobody knows who OK'd!",Mon Oct 30 11:37:36 +0000 2017,Twitter for iPhone,False,34730,,Mon Oct 30 11:37:36 +0000 2017
"All of this ""Russia"" talk right when the Republicans are making their big push for historic Tax Cuts &amp; Reform. Is this coincidental? NOT!",Sun Oct 29 14:48:09 +0000 2017,Twitter for iPhone,False,24182,,Sun Oct 29 14:48:09 +0000 2017
"...are now fighting back like never before. There is so much GUILT by Democrats/Clinton, and now the facts are pouring out. DO SOMETHING!",Sun Oct 29 14:17:14 +0000 2017,Twitter for iPhone,False,25711,,Sun Oct 29 14:17:14 +0000 2017
"...""collusion,"" which doesn't exist. The Dems are using this terrible (and bad for our country) Witch Hunt for evil politics, but the R's...",Sun Oct 29 14:09:51 +0000 2017,Twitter for iPhone,False,18343,,Sun Oct 29 14:09:51 +0000 2017
"...the Uranium to Russia deal, the  33,000 plus deleted Emails, the Comey fix and so much more. Instead they look at phony Trump/Russia,....",Sun Oct 29 14:02:37 +0000 2017,Twitter for iPhone,False,24360,,Sun Oct 29 14:02:37 +0000 2017
"Never seen such Republican ANGER &amp; UNITY as I have concerning the lack of investigation on Clinton made Fake Dossier (now $12,000,000?),....",Sun Oct 29 13:53:43 +0000 2017,Twitter for iPhone,False,30780,,Sun Oct 29 13:53:43 +0000 2017
"As usual, the ObamaCare premiums will be up (the Dems own it), but we will Repeal &amp; Replace and have great Healthcare soon after Tax Cuts!",Sun Oct 29 13:12:47 +0000 2017,Twitter for iPhone,False,14577,,Sun Oct 29 13:12:47 +0000 2017
"JFK Files are released, long ahead of schedule!",Sat Oct 28 23:15:39 +0000 2017,Twitter for iPhone,False,20238,,Sat Oct 28 23:15:39 +0000 2017
While not at all presidential I must point out that the Sloppy Michael Moore Show on Broadway was a TOTAL BOMB and was forced to close. Sad!,Sat Oct 28 22:19:42 +0000 2017,Twitter for iPhone,False,26297,,Sat Oct 28 22:19:42 +0000 2017
"Happy #FirstRespondersDay to all of our HEROES out there. We are forever grateful to you for your service, sacrifice and courage 24/7/365! https://t.co/vOcTlyOeyw",Sat Oct 28 22:08:30 +0000 2017,Twitter for iPhone,False,15183,,Sat Oct 28 22:08:30 +0000 2017
...in order to put any and all conspiracy theories to rest.,Sat Oct 28 21:10:36 +0000 2017,Twitter for iPad,False,10859,25073877,Sat Oct 28 21:10:36 +0000 2017
"...addresses of any mentioned person who is still living. I am doing this for reasons of full disclosure, transparency and...",Sat Oct 28 21:09:57 +0000 2017,Twitter for iPad,False,10697,25073877,Sat Oct 28 21:09:57 +0000 2017
"After strict consultation with General Kelly, the CIA and other Agencies, I will be releasing ALL #JFKFiles other than the names and...",Sat Oct 28 21:09:00 +0000 2017,Twitter for iPad,False,17357,,Sat Oct 28 21:09:00 +0000 2017
Today is National Prescription Drug Take Back Day. Everyone can help fight the #OpioidEpidemic by participating! https://t.co/ONObTWOaOn https://t.co/CYG11DnxH7,Sat Oct 28 14:37:38 +0000 2017,Twitter for iPad,False,9296,,Sat Oct 28 14:37:38 +0000 2017
Just read the nice remarks by President Jimmy Carter about me and how badly I am treated by the press (Fake News). Thank you Mr. President!,Sat Oct 28 12:28:28 +0000 2017,Twitter for iPhone,False,24370,,Sat Oct 28 12:28:28 +0000 2017
Very little reporting about the GREAT GDP numbers announced yesterday (3.0 despite the big hurricane hits). Best consecutive Q's in years!,Sat Oct 28 12:22:12 +0000 2017,Twitter for iPhone,False,21327,,Sat Oct 28 12:22:12 +0000 2017
"“WHAT HAPPENED”

“How Team Hillary played the press for fools on Russia”
➡️https://t.co/GqpIidk017

NOW WE KNOW! https://t.co/SgWL1HZmkI",Sat Oct 28 02:13:28 +0000 2017,Twitter for iPhone,False,26272,,Sat Oct 28 02:13:28 +0000 2017
#JFKFiles https://t.co/AnPBSJFh3J,Sat Oct 28 00:05:45 +0000 2017,Twitter Web Client,False,18025,,Sat Oct 28 00:05:45 +0000 2017
"Happy Birthday @TheLeeGreenwood!
#FlashbackFriday https://t.co/MCrMK6Eurm",Fri Oct 27 23:33:14 +0000 2017,Twitter for iPad,False,10335,,Fri Oct 27 23:33:14 +0000 2017
"People are anxiously awaiting my decision as to who the next head of the Fed will be....
🎥https://t.co/PEj1KNYcAO",Fri Oct 27 21:17:31 +0000 2017,Twitter for iPad,False,9029,,Fri Oct 27 21:17:31 +0000 2017
.@FoxNews Chris Wallace: “More evidence of Dem collusion with Russia than GOP” https://t.co/nACQerJSiu,Fri Oct 27 20:33:50 +0000 2017,Twitter for iPhone,False,13627,,Fri Oct 27 20:33:50 +0000 2017
We are inspired by the stories of everyday heroes who pull their communities from the depths of despair through leadership and love. https://t.co/DL3oan4Fm7,Fri Oct 27 18:16:35 +0000 2017,Twitter for iPad,False,10359,,Fri Oct 27 18:16:35 +0000 2017
"Diane Black of Tennessee, the highly respected House Budget Committee Chairwoman, did a GREAT job in passing Budget, setting up big Tax Cuts",Fri Oct 27 14:52:42 +0000 2017,Twitter for iPhone,False,11952,,Fri Oct 27 14:52:42 +0000 2017
Thank you @FLGovScott. https://t.co/rgdU9plvFK,Fri Oct 27 14:33:15 +0000 2017,Twitter for iPhone,False,8302,,Fri Oct 27 14:33:15 +0000 2017
"It is now commonly agreed, after many months of COSTLY looking, that there was NO collusion between Russia and Trump. Was collusion with HC!",Fri Oct 27 13:33:40 +0000 2017,Twitter for iPhone,False,28344,,Fri Oct 27 13:33:40 +0000 2017
Happy birthday to the great @TheLeeGreenwood. You and your beautiful song have made such a difference. MAKE AMERICA GREAT AGAIN!,Fri Oct 27 12:50:47 +0000 2017,Twitter for iPhone,False,10166,,Fri Oct 27 12:50:47 +0000 2017
JFK Files are being carefully released. In the end there will be great transparency. It is my hope to get just about everything to public!,Fri Oct 27 11:38:43 +0000 2017,Twitter for iPhone,False,20021,,Fri Oct 27 11:38:43 +0000 2017
Happy birthday to the great @leegreenwood83. You and your beautiful song have made such a difference. MAKE AMERICA GREAT AGAIN!,Fri Oct 27 11:26:40 +0000 2017,Twitter for iPhone,False,3138,,Fri Oct 27 11:26:40 +0000 2017
Good luck to @Joy_Villa on her decision to enter the wonderful world of politics. She has many fans!,Fri Oct 27 11:16:40 +0000 2017,Twitter for iPhone,False,10481,,Fri Oct 27 11:16:40 +0000 2017
"Congratulations to @SpeakerRyan, @GOPLeader, @SteveScalise and to the Republican Party on Budget passage yesterday. Now for biggest Tax Cuts",Fri Oct 27 11:09:03 +0000 2017,Twitter for iPhone,False,8967,,Fri Oct 27 11:09:03 +0000 2017
Thank you @foxandfriends. Really great job and show!,Fri Oct 27 10:59:56 +0000 2017,Twitter for iPhone,False,7200,,Fri Oct 27 10:59:56 +0000 2017
"Wacky &amp; totally unhinged Tom Steyer, who has been fighting me and my Make America Great Again agenda from beginning, never wins elections!",Fri Oct 27 10:58:36 +0000 2017,Twitter for iPhone,False,11822,,Fri Oct 27 10:58:36 +0000 2017
"WORKING TOGETHER, we will defeat this #OpioidEpidemic &amp; free our nation from the terrible affliction of drug abuse. https://t.co/iAZjqGMwav https://t.co/mZI5uQN4oZ",Fri Oct 27 01:18:55 +0000 2017,Twitter for iPad,False,10237,,Fri Oct 27 01:18:55 +0000 2017
"Effective today, my administration officially declared the #OpioidCrisis a NATIONAL PUBLIC HEALTH EMERGENCY under federal law. https://t.co/YosOBurdCw",Thu Oct 26 21:29:52 +0000 2017,Media Studio,False,13409,,Thu Oct 26 21:29:52 +0000 2017
Big news - Budget just passed!,Thu Oct 26 15:05:36 +0000 2017,Twitter for iPhone,False,25656,,Thu Oct 26 15:05:36 +0000 2017
Do not underestimate the UNITY within the Republican Party!,Thu Oct 26 14:30:45 +0000 2017,Twitter for iPhone,False,13441,,Thu Oct 26 14:30:45 +0000 2017
"Ed Gillespie will be a great Governor of Virginia. His opponent doesn't even show up to meetings/work, and will be VERY weak on crime!",Thu Oct 26 14:11:21 +0000 2017,Twitter for iPhone,False,12226,,Thu Oct 26 14:11:21 +0000 2017
"Ed Gillespie will turn the really bad Virginia economy #'s around, and fast. Strong on crime, he might even save our great statues/heritage!",Thu Oct 26 14:07:08 +0000 2017,Twitter for iPhone,False,13706,,Thu Oct 26 14:07:08 +0000 2017
RT @seanhannity: BOOM!!  Tick Tock https://t.co/8E2Lvj3TTa,Thu Oct 26 13:47:29 +0000 2017,Twitter for iPhone,True,13393,,Thu Oct 26 13:47:29 +0000 2017
Will be another Sean success! https://t.co/SlNTENvJLA,Thu Oct 26 13:45:45 +0000 2017,Twitter for iPhone,False,9450,,Thu Oct 26 13:45:45 +0000 2017
RT @PChowka: Fox News With Hannity's Help Regains Its Ratings Dominance By Peter Barry Chowka at The Hagmann report https://t.co/ICDMCZregu…,Thu Oct 26 13:44:05 +0000 2017,Twitter for iPhone,True,5849,,Thu Oct 26 13:44:05 +0000 2017
"Together, we will Make America Great Again!
#AmericaFirst🇺🇸 https://t.co/ajiC3flNkI",Thu Oct 26 03:33:41 +0000 2017,Media Studio,False,13314,,Thu Oct 26 03:33:41 +0000 2017
"This will be the biggest TAX CUT in the history of our country - and we need it! #TaxReform 
Read more: https://t.co/o3W9bJkz5k https://t.co/JYckXWEmLu",Thu Oct 26 01:47:50 +0000 2017,Twitter for iPad,False,12028,,Thu Oct 26 01:47:50 +0000 2017
RT @IvankaTrump: Working families need #TaxReform &amp; the time is now. This Administration is committed to ensuring all Americans can thrive…,Thu Oct 26 01:26:05 +0000 2017,Twitter for iPhone,True,9258,,Thu Oct 26 01:26:05 +0000 2017
Interview with @LouDobbs coming up at 7pmE on @FoxBusiness. Enjoy! https://t.co/9V9z015kVl,Wed Oct 25 22:46:57 +0000 2017,Twitter for iPhone,False,5999,,Wed Oct 25 22:46:57 +0000 2017
"Texas @GovAbbott &amp; Lt. Gov. @DanPatrick,

Thank you for todays briefing on hurricane recovery efforts here in TX. Keep up the great work! https://t.co/rBel6IWrJl",Wed Oct 25 22:17:36 +0000 2017,Media Studio,False,7253,,Wed Oct 25 22:17:36 +0000 2017
The long anticipated release of the #JFKFiles will take place tomorrow. So interesting!,Wed Oct 25 19:56:39 +0000 2017,Twitter for iPhone,False,34480,,Wed Oct 25 19:56:39 +0000 2017
Melania and I look forward to being with President Xi &amp; Madame Peng Liyuan in China in two weeks for what will hopefully be a historic trip! https://t.co/uFMonzza7N,Wed Oct 25 19:39:22 +0000 2017,Twitter for iPhone,False,9115,,Wed Oct 25 19:39:22 +0000 2017
"Spoke to President Xi of China to congratulate him on his extraordinary elevation. Also discussed NoKo &amp; trade, two very important subjects!",Wed Oct 25 19:24:10 +0000 2017,Twitter for iPhone,False,9943,,Wed Oct 25 19:24:10 +0000 2017
Just interviewed by @LouDobbs. Will be aired tonight at 7pmE on @FoxBusiness. #Dobbs,Wed Oct 25 17:46:10 +0000 2017,Twitter for iPhone,False,7881,,Wed Oct 25 17:46:10 +0000 2017
"Congrats to @Reince Priebus, a really good and talented man. We’re proud of you Reince! https://t.co/7AsjAMrSnV",Wed Oct 25 17:19:31 +0000 2017,Twitter for iPhone,False,6074,,Wed Oct 25 17:19:31 +0000 2017
MAKE AMERICA GREAT AGAIN! https://t.co/CbEwJSQ1A3,Wed Oct 25 15:40:03 +0000 2017,Twitter for iPhone,False,13946,,Wed Oct 25 15:40:03 +0000 2017
"Jeff Flake, with an 18% approval rating in Arizona, said ""a lot of my colleagues have spoken out."" Really, they just gave me a standing O!",Wed Oct 25 12:33:30 +0000 2017,Twitter for iPhone,False,15719,,Wed Oct 25 12:33:30 +0000 2017
"Working hard on the biggest tax cut in U.S. history. Great support from so many sides. Big winners will be the middle class, business &amp; JOBS",Wed Oct 25 11:35:16 +0000 2017,Twitter for iPhone,False,19051,,Wed Oct 25 11:35:16 +0000 2017
"The meeting with Republican Senators yesterday, outside of Flake and Corker, was a love fest with standing ovations and great ideas for USA!",Wed Oct 25 11:30:36 +0000 2017,Twitter for iPhone,False,12264,,Wed Oct 25 11:30:36 +0000 2017
"The reason Flake and Corker dropped out of the Senate race is very simple, they had zero chance of being elected. Now act so hurt &amp; wounded!",Wed Oct 25 11:27:36 +0000 2017,Twitter for iPhone,False,15617,,Wed Oct 25 11:27:36 +0000 2017
"""Clinton campaign &amp; DNC paid for research that led to the anti-Trump Fake News Dossier. The victim here is the President."" @FoxNews",Wed Oct 25 11:21:30 +0000 2017,Twitter for iPhone,False,23207,,Wed Oct 25 11:21:30 +0000 2017
So nice being with Republican Senators today. Multiple standing ovations! Most are great people who want big Tax Cuts and success for U.S.,Tue Oct 24 22:20:42 +0000 2017,Twitter for iPhone,False,17165,,Tue Oct 24 22:20:42 +0000 2017
"“President Donald J. Trump Proclaims October 24, 2017, as United Nations Day” Read more: https://t.co/cyRAQAKhy2 https://t.co/HVD0kLYlBk",Tue Oct 24 19:11:38 +0000 2017,Twitter for iPhone,False,6719,,Tue Oct 24 19:11:38 +0000 2017
Stock Market just hit another record high! Jobs looking very good.,Tue Oct 24 14:35:32 +0000 2017,Twitter for iPhone,False,19348,,Tue Oct 24 14:35:32 +0000 2017
...the entire World WAS laughing and taking advantage of us. People like liddle' Bob Corker have set the U.S. way back. Now we move forward!,Tue Oct 24 14:20:46 +0000 2017,Twitter for iPhone,False,15461,,Tue Oct 24 14:20:46 +0000 2017
"Sen. Corker is the incompetent head of the Foreign Relations Committee, &amp; look how poorly the U.S. has done. He doesn't have a clue as.....",Tue Oct 24 14:13:48 +0000 2017,Twitter for iPhone,False,14402,,Tue Oct 24 14:13:48 +0000 2017
"Isn't it sad that lightweight Senator Bob Corker, who couldn't get re-elected in the Great State of Tennessee, will now fight Tax Cuts plus!",Tue Oct 24 13:30:21 +0000 2017,Twitter for iPhone,False,14306,,Tue Oct 24 13:30:21 +0000 2017
"...Corker dropped out of the race in Tennesse when I refused to endorse him, and now is only negative on anything Trump. Look at his record!",Tue Oct 24 12:20:35 +0000 2017,Twitter for iPhone,False,13673,,Tue Oct 24 12:20:35 +0000 2017
"Bob Corker, who helped President O give us the bad Iran Deal &amp; couldn't get elected dog catcher in Tennessee, is now fighting Tax Cuts....",Tue Oct 24 12:13:59 +0000 2017,Twitter for iPhone,False,20849,,Tue Oct 24 12:13:59 +0000 2017
We will never forget the 241 American service members killed by Hizballah in Beirut. They died in service to our nation. https://t.co/BaQZDA3s2e,Mon Oct 23 23:18:01 +0000 2017,Twitter for iPhone,False,17642,,Mon Oct 23 23:18:01 +0000 2017
"I had a very respectful conversation with the widow of Sgt. La David Johnson, and spoke his name from beginning, without hesitation!",Mon Oct 23 12:30:10 +0000 2017,Twitter for iPhone,False,17537,,Mon Oct 23 12:30:10 +0000 2017
"Two dozen NFL players continue to kneel during the National Anthem, showing total disrespect to our Flag &amp; Country.  No leadership in NFL!",Mon Oct 23 11:53:08 +0000 2017,Twitter for iPhone,False,25192,,Mon Oct 23 11:53:08 +0000 2017
"There will be NO change to your 401(k). This has always been a great and popular middle class tax break that works, and it stays!",Mon Oct 23 11:42:56 +0000 2017,Twitter for iPhone,False,25159,,Mon Oct 23 11:42:56 +0000 2017
"It is finally sinking through. 46% OF PEOPLE BELIEVE MAJOR NATIONAL NEWS ORGS FABRICATE STORIES ABOUT ME. FAKE NEWS, even worse! Lost cred.",Sun Oct 22 12:08:47 +0000 2017,Twitter for iPhone,False,27997,,Sun Oct 22 12:08:47 +0000 2017
"Wacky Congresswoman Wilson is the gift that keeps on giving for the Republican Party, a disaster for Dems. You watch her in action &amp; vote R!",Sun Oct 22 12:02:31 +0000 2017,Twitter for iPhone,False,23964,,Sun Oct 22 12:02:31 +0000 2017
Doing interview today with Maria Bartiromo at 10:00 A.M. on @FoxNews - ENJOY!,Sun Oct 22 11:50:39 +0000 2017,Twitter for iPhone,False,7956,,Sun Oct 22 11:50:39 +0000 2017
"...2nd Amendment, Strong Military, ISIS, historic VA improvement, Supreme Court Justice, Record Stock Market, lowest unemployment in 17 yrs!",Sun Oct 22 00:09:21 +0000 2017,Twitter for iPhone,False,17602,,Sun Oct 22 00:09:21 +0000 2017
"...9 months than this Administration. Over 50 Legislation approvals, massive regulation cuts, energy freedom, pipelines, border security....",Sun Oct 22 00:02:45 +0000 2017,Twitter for iPhone,False,16276,,Sun Oct 22 00:02:45 +0000 2017
"I agree getting Tax Cuts approved  is important (we will also get HealthCare), but perhaps no Administration has done more in its first.....",Sat Oct 21 23:57:41 +0000 2017,Twitter for iPhone,False,13683,,Sat Oct 21 23:57:41 +0000 2017
"Just out, but lightly reported: ""Fewest jobless claims since 1973 show firm U.S. Job Market"" Lowest since March 1973. @bpolitics",Sat Oct 21 22:51:57 +0000 2017,Twitter for iPhone,False,17376,,Sat Oct 21 22:51:57 +0000 2017
"Crooked Hillary Clinton spent hundreds of millions of dollars more on Presidential Election than I did. Facebook was on her side, not mine!",Sat Oct 21 21:21:08 +0000 2017,Twitter for iPhone,False,23221,,Sat Oct 21 21:21:08 +0000 2017
"Keep hearing about ""tiny"" amount of money spent on Facebook ads. What about the billions of dollars of Fake News on CNN, ABC, NBC &amp; CBS?",Sat Oct 21 20:06:00 +0000 2017,Twitter for iPhone,False,24336,,Sat Oct 21 20:06:00 +0000 2017
"Officials behind the now discredited ""Dossier"" plead the Fifth. Justice Department and/or FBI should immediately release who paid for it.",Sat Oct 21 19:59:23 +0000 2017,Twitter for iPhone,False,25360,,Sat Oct 21 19:59:23 +0000 2017
“Trump hails liberation of Raqqa as critical breakthrough in anti-ISIS campaign” https://t.co/2eoYXJB7h0,Sat Oct 21 16:50:33 +0000 2017,Twitter for iPhone,False,11255,,Sat Oct 21 16:50:33 +0000 2017
Stock Market hits another all time high on Friday. 5.3 trillion dollars up since Election. Fake News doesn't spent much time on this!,Sat Oct 21 13:14:33 +0000 2017,Twitter for iPhone,False,21391,,Sat Oct 21 13:14:33 +0000 2017
People get what is going on! https://t.co/Pdg7VqQv6M,Sat Oct 21 13:08:17 +0000 2017,Twitter for iPhone,False,16020,,Sat Oct 21 13:08:17 +0000 2017
RT @IamVicky4Trump: TUNE IN: Maria Bartiromo Has an Exclusive Interview With President Trump https://t.co/H5VuJwy78o,Sat Oct 21 13:02:14 +0000 2017,Twitter for iPhone,True,5633,,Sat Oct 21 13:02:14 +0000 2017
"Subject to the receipt of further information, I will be allowing, as President, the long blocked and classified JFK FILES to be opened.",Sat Oct 21 12:35:05 +0000 2017,Twitter for iPhone,False,70990,,Sat Oct 21 12:35:05 +0000 2017
"I hope the Fake News Media keeps talking about Wacky Congresswoman Wilson in that she, as a representative, is killing the Democrat Party!",Sat Oct 21 12:07:16 +0000 2017,Twitter for iPhone,False,20325,,Sat Oct 21 12:07:16 +0000 2017
"Budget that just passed is a really big deal, especially in terms of what will be the biggest tax cut in U.S. history - MSM barely covered!",Sat Oct 21 11:52:56 +0000 2017,Twitter for iPhone,False,15668,,Sat Oct 21 11:52:56 +0000 2017
"Great book just out, ""A Place Called Heaven,"" by Dr. Robert Jeffress - A wonderful man!",Fri Oct 20 23:52:17 +0000 2017,Twitter for iPhone,False,14079,,Fri Oct 20 23:52:17 +0000 2017
This is a once-in-a-generation opportunity to offer historic tax relief to the American people! Join me today: https://t.co/9czcJDbmVW https://t.co/s3kXpvbYih,Fri Oct 20 21:10:37 +0000 2017,Media Studio,False,16056,,Fri Oct 20 21:10:37 +0000 2017
